timestamp,player_win,duration_sec,player_hp,enemy_hp,player_shots,player_hits,enemy_shots,enemy_hits,feint_attempts,feint_hidden_count,feint_hidden_avg,plain_hidden_count,plain_hidden_avg,tactic_search,tactic_approach,tactic_assault,tactic_ambush,tactic_attack,tactic_feint,tactic_retreat,ai_type,opponent
2026-07-26 16:57:25,1,17.3,3,0,13,3,8,0,0,0,0.00,7,0.86,1.0,2.1,0.0,2.9,3.6,0.0,6.8,pro_optimized_v1,bot_standard
2026-07-26 16:57:28,1,10.7,3,0,5,3,1,0,1,2,1.05,1,0.56,5.2,0.0,0.5,2.3,0.3,1.3,0.0,pro,bot_standard
2026-07-26 16:57:32,1,28.3,1,0,10,3,12,2,0,0,0.00,14,0.91,2.1,0.8,0.0,5.5,5.0,0.0,14.0,pro_optimized_v1_origin,bot_standard
2026-07-26 16:57:36,0,25.7,0,1,7,2,11,3,4,4,0.99,4,0.81,9.1,0.0,0.0,3.9,3.6,5.2,2.9,pro_learned_v5,bot_standard
2026-07-26 16:57:40,0,20.4,0,1,15,2,15,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 16:57:43,0,17.0,0,3,5,0,8,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 16:57:47,0,19.7,0,1,12,2,8,3,2,1,2.10,4,0.66,8.8,0.0,0.0,2.6,2.6,1.6,3.1,pro_optimized_v3,bot_standard
2026-07-26 16:57:49,1,9.6,2,0,7,3,1,1,1,2,0.82,2,0.46,4.0,0.0,0.0,1.6,0.5,1.3,1.3,pro_optimized_v3,bot_standard
2026-07-26 16:57:51,1,10.8,3,0,6,3,4,0,0,0,0.00,1,2.20,6.0,0.0,0.0,2.1,1.8,0.0,0.0,pro_optimized_v3,bot_standard
2026-07-26 16:57:54,1,14.2,1,0,9,3,7,2,0,0,0.00,5,0.96,1.3,0.0,0.0,3.6,3.6,0.0,4.7,pro_optimized_v1_origin,bot_standard
2026-07-26 16:57:58,1,18.6,1,0,8,3,6,2,2,2,0.62,5,0.88,7.2,0.0,0.0,2.9,2.3,2.6,2.6,pro_optimized_v2,bot_standard
2026-07-26 16:58:01,1,18.9,1,0,14,3,6,2,3,2,0.89,5,0.47,4.7,0.0,0.0,4.2,2.3,3.9,2.9,pro_optimized_v3,bot_standard
2026-07-26 16:58:03,0,11.3,0,1,5,2,5,3,0,0,0.00,4,0.77,1.8,1.0,0.0,2.1,2.0,0.0,3.4,pro_learned_v4,bot_standard
2026-07-26 16:58:06,0,12.0,0,2,8,1,4,3,1,1,1.70,3,0.52,5.3,0.0,0.0,0.5,1.3,1.3,3.1,pro_optimized_v3,bot_standard
2026-07-26 16:58:09,0,13.5,0,2,9,1,5,3,1,0,0.00,3,1.13,3.6,0.0,0.0,3.4,2.1,1.3,2.6,pro_optimized_v1,bot_standard
2026-07-26 16:58:14,0,34.6,0,2,10,1,8,3,2,2,3.59,12,0.69,3.9,0.0,1.6,3.6,3.4,2.6,19.0,pro,bot_standard
2026-07-26 16:58:17,0,13.2,0,3,2,0,5,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 16:58:19,0,11.6,0,2,2,1,4,3,0,0,0.00,2,1.09,4.9,0.0,0.0,0.5,2.0,0.0,3.6,pro_learned_v4,bot_standard
2026-07-26 16:58:24,0,27.9,0,3,10,0,6,3,3,3,1.65,6,1.21,12.5,0.0,0.5,7.5,1.8,2.6,2.9,pro_optimized_v2,bot_standard
2026-07-26 16:58:26,0,12.0,0,2,6,1,4,3,0,0,0.00,4,0.56,5.2,0.0,0.0,0.8,1.4,0.0,4.2,pro_optimized_v1_origin,bot_standard
2026-07-26 16:58:29,1,13.7,2,0,5,3,9,1,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 16:58:33,1,20.1,1,0,10,3,5,2,1,1,1.16,10,0.97,1.6,0.8,0.0,5.2,1.6,1.3,8.7,pro_optimized_v1,bot_standard
2026-07-26 16:58:36,0,19.7,0,3,5,0,5,3,2,2,0.40,4,1.08,9.9,0.0,0.0,2.9,1.3,2.6,3.1,pro_optimized_v2,bot_standard
2026-07-26 16:58:41,1,28.3,2,0,11,3,12,1,3,3,0.99,2,0.67,15.1,0.0,0.0,3.4,3.7,3.9,1.3,pro_learned_v5,bot_standard
2026-07-26 16:58:45,0,21.3,0,1,12,2,7,3,2,1,1.08,5,0.77,6.8,0.3,0.0,4.2,3.1,2.6,3.4,pro_optimized_v1,bot_standard
2026-07-26 16:58:47,0,10.1,0,3,1,0,3,3,1,0,0.00,4,0.68,3.1,0.0,0.0,1.3,0.8,1.3,3.6,chaos,bot_standard
2026-07-26 16:58:49,0,9.9,0,1,4,2,4,3,1,1,0.48,3,0.67,2.1,0.3,0.0,2.1,0.9,1.3,2.3,pro_optimized_v3,bot_standard
2026-07-26 16:58:52,0,13.9,0,1,10,2,6,3,1,1,0.40,3,1.13,1.8,2.6,0.0,0.5,3.5,1.3,3.1,pro_optimized_v1_origin,bot_standard
2026-07-26 16:58:55,0,18.2,0,2,8,1,9,3,2,1,1.16,3,1.81,4.9,0.0,0.0,3.6,3.5,2.6,3.1,pro_learned_v5,bot_standard
2026-07-26 16:58:58,1,9.2,2,0,5,3,3,1,0,0,0.00,1,0.36,5.5,0.0,0.0,0.3,1.6,0.0,1.0,pro,bot_standard
2026-07-26 16:59:01,0,17.0,0,2,7,1,9,3,0,0,0.00,5,0.88,2.9,0.5,0.0,2.3,5.1,0.0,5.7,pro_learned_v4,bot_standard
2026-07-26 16:59:03,0,11.8,0,2,4,1,3,3,0,0,0.00,4,0.86,3.9,0.3,0.0,3.1,0.9,0.0,3.1,pro_learned_v4,bot_standard
2026-07-26 16:59:07,1,20.4,1,0,13,3,9,2,1,0,0.00,8,0.85,0.3,0.0,0.0,6.5,4.6,1.3,6.8,pro_learned_v4,bot_standard
2026-07-26 16:59:10,0,16.7,0,2,10,1,7,3,1,1,1.94,2,1.27,8.1,0.0,0.0,1.6,2.1,1.3,3.1,pro_optimized_v3,bot_standard
2026-07-26 16:59:12,1,8.9,3,0,9,3,6,0,0,0,0.00,1,0.36,3.4,0.0,0.3,0.5,3.8,0.0,0.0,pro,bot_standard
2026-07-26 16:59:16,0,17.7,0,2,12,1,5,3,2,1,2.66,4,0.73,3.1,0.0,0.8,1.0,2.9,2.6,6.8,pro,bot_standard
2026-07-26 16:59:19,0,15.3,0,2,9,1,7,3,3,2,0.32,5,0.92,2.3,0.3,0.0,4.2,2.3,2.9,2.9,pro_optimized_v2,bot_standard
2026-07-26 16:59:22,1,16.8,1,0,5,3,4,2,0,0,0.00,5,0.86,4.7,1.0,0.5,3.4,2.0,0.0,4.2,pro_learned_v4,bot_standard
2026-07-26 16:59:26,0,28.8,0,2,13,1,13,3,1,0,0.00,8,1.18,1.8,0.0,0.8,4.9,8.1,1.6,11.2,chaos,bot_standard
2026-07-26 16:59:29,1,12.5,1,0,10,3,6,2,0,0,0.00,4,0.42,3.1,0.0,0.5,0.0,3.8,0.0,4.2,pro_learned_v4,bot_standard
2026-07-26 16:59:32,0,16.0,0,1,11,2,7,3,1,0,0.00,6,0.81,3.4,0.5,0.0,3.4,3.4,1.3,3.1,pro_learned_v4,bot_standard
2026-07-26 16:59:37,0,34.3,0,3,8,0,7,3,3,4,1.30,7,1.03,8.6,0.5,0.0,6.5,2.6,5.2,10.9,chaos,bot_standard
2026-07-26 16:59:40,0,13.0,0,1,7,2,6,3,1,1,0.82,2,0.90,1.0,1.3,0.5,1.3,3.6,1.3,2.9,pro_optimized_v1,bot_standard
2026-07-26 16:59:43,0,14.1,0,1,10,2,6,3,1,2,0.84,2,0.48,5.2,0.0,0.0,1.4,2.6,1.3,2.6,pro_learned_v5,bot_standard
2026-07-26 16:59:48,1,31.0,1,0,19,3,7,2,2,3,1.11,9,1.00,10.4,0.0,2.1,7.3,2.4,2.6,5.2,pro_optimized_v2,bot_standard
2026-07-26 16:59:51,1,15.7,2,0,12,3,6,1,0,0,0.00,3,0.96,4.4,1.3,0.8,2.8,3.6,0.0,1.8,pro_learned_v4,bot_standard
2026-07-26 16:59:54,0,13.8,0,2,9,1,4,3,0,0,0.00,4,1.31,1.8,1.0,0.0,4.2,1.3,0.0,4.9,pro_optimized_v1_origin,bot_standard
2026-07-26 16:59:57,1,15.9,3,0,11,3,7,0,0,0,0.00,4,1.23,3.1,0.5,0.8,0.0,4.3,0.0,6.2,pro,bot_standard
2026-07-26 17:00:00,0,15.2,0,2,4,1,10,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:00:03,0,19.1,0,2,9,1,9,3,2,3,0.82,3,0.54,7.5,0.0,0.0,1.3,4.1,2.6,3.1,pro_optimized_v3,bot_standard
2026-07-26 17:00:06,0,17.0,0,3,1,0,6,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:00:13,0,42.7,0,1,25,2,8,3,4,3,1.40,16,1.31,2.9,0.0,0.0,11.7,3.9,4.8,18.5,chaos,bot_standard
2026-07-26 17:00:15,1,9.6,1,0,6,3,5,2,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:00:19,0,21.4,0,3,12,0,7,3,2,1,0.24,6,0.82,7.5,1.3,0.0,3.6,3.2,2.1,3.6,pro_learned_v4,bot_standard
2026-07-26 17:00:21,0,11.1,0,2,6,1,3,3,1,0,0.00,4,1.02,3.4,0.0,0.3,2.1,0.7,1.3,2.9,pro_optimized_v1,bot_standard
2026-07-26 17:00:24,0,11.0,0,2,4,1,4,3,0,0,0.00,4,0.91,4.2,0.0,0.0,2.6,0.9,0.0,2.9,pro_optimized_v1_origin,bot_standard
2026-07-26 17:00:26,0,14.6,0,1,8,2,6,3,0,0,0.00,3,0.98,7.8,0.0,0.0,0.5,2.1,0.0,3.1,pro_optimized_v3,bot_standard
2026-07-26 17:00:29,1,10.8,1,0,5,3,6,2,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:00:31,1,12.8,2,0,8,3,3,1,2,1,0.30,3,0.97,3.9,0.0,0.0,3.4,0.9,2.6,1.0,pro_optimized_v2,bot_standard
2026-07-26 17:00:34,0,11.4,0,3,3,0,5,3,2,2,1.43,1,1.60,3.4,0.0,0.8,1.0,1.6,1.6,3.1,pro_optimized_v2,bot_standard
2026-07-26 17:00:38,0,21.0,0,1,9,2,6,3,1,1,0.84,11,0.71,1.6,0.8,0.3,3.6,2.6,1.3,9.9,chaos,bot_standard
2026-07-26 17:00:41,0,15.8,0,2,8,1,4,3,0,0,0.00,4,1.57,4.4,1.3,0.0,3.9,1.0,0.0,4.7,pro_optimized_v1_origin,bot_standard
2026-07-26 17:00:44,0,17.4,0,3,11,0,6,3,2,2,0.97,5,0.66,6.8,0.8,0.0,2.9,1.8,2.6,2.6,pro_optimized_v3,bot_standard
2026-07-26 17:00:47,0,18.1,0,1,6,2,5,3,3,3,1.42,3,0.78,7.7,0.0,0.0,0.8,1.6,3.9,3.1,pro_optimized_v2,bot_standard
2026-07-26 17:00:51,0,17.7,0,1,8,2,7,3,1,0,0.00,5,1.25,1.8,1.8,0.0,2.6,3.5,1.3,5.7,pro_optimized_v1,bot_standard
2026-07-26 17:00:54,0,18.8,0,3,11,0,4,3,1,1,1.08,4,1.65,3.9,1.6,0.0,6.5,0.9,1.3,4.7,pro_optimized_v1,bot_standard
2026-07-26 17:00:56,0,10.5,0,2,5,1,4,3,2,1,2.20,2,0.60,2.3,0.0,0.0,1.4,1.8,1.6,2.9,pro_optimized_v3,bot_standard
2026-07-26 17:00:59,0,14.9,0,2,6,1,6,3,0,0,0.00,5,1.03,3.9,1.0,0.0,3.6,2.7,0.0,3.1,pro_learned_v4,bot_standard
2026-07-26 17:01:03,0,21.0,0,2,7,1,5,3,2,1,4.64,3,0.30,11.7,0.0,0.0,2.3,1.5,2.6,2.3,pro_optimized_v3,bot_standard
2026-07-26 17:01:08,1,32.6,2,0,16,3,11,1,4,2,1.73,4,1.68,10.9,0.3,0.0,6.0,5.6,5.5,3.4,chaos,bot_standard
2026-07-26 17:01:12,0,24.1,0,1,11,2,5,3,0,0,0.00,7,1.36,2.1,0.3,0.5,6.8,2.3,0.0,11.2,pro,bot_standard
2026-07-26 17:01:15,0,16.9,0,1,5,2,8,3,0,0,0.00,5,1.04,3.4,0.0,0.0,2.6,3.2,0.0,6.8,pro_learned_v4,bot_standard
2026-07-26 17:01:18,0,10.4,0,2,4,1,9,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:01:20,0,13.2,0,2,4,1,3,3,1,2,1.02,3,0.71,5.7,0.0,0.0,1.8,1.0,1.3,2.9,pro_learned_v5,bot_standard
2026-07-26 17:01:23,1,10.2,3,0,10,3,3,0,0,0,0.00,1,0.38,2.3,2.1,0.0,3.0,1.8,0.0,0.0,pro_optimized_v1_origin,bot_standard
2026-07-26 17:01:25,0,10.9,0,1,6,2,5,3,0,0,0.00,3,1.16,2.1,0.8,0.0,1.6,2.1,0.0,3.4,pro_learned_v4,bot_standard
2026-07-26 17:01:28,1,10.8,3,0,7,3,7,0,0,0,0.00,1,0.18,4.2,0.0,0.0,0.0,4.9,0.0,0.7,pro_optimized_v1_origin,bot_standard
2026-07-26 17:01:30,0,11.5,0,1,3,2,5,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:01:34,0,20.1,0,3,10,0,8,3,2,0,0.00,4,1.17,10.1,0.0,0.0,2.2,2.1,2.6,3.1,pro_learned_v5,bot_standard
2026-07-26 17:01:38,0,24.2,0,1,12,2,9,3,4,4,1.31,6,0.60,9.6,0.0,0.0,3.4,3.1,4.2,2.9,pro_optimized_v3,bot_standard
2026-07-26 17:01:40,0,13.2,0,1,6,2,3,3,1,0,0.00,6,0.61,3.1,0.3,0.8,0.8,1.0,1.3,5.0,pro_learned_v4,bot_standard
2026-07-26 17:01:43,0,13.3,0,2,5,1,5,3,0,0,0.00,4,1.22,4.9,0.0,0.0,2.9,1.3,0.0,4.2,chaos,bot_standard
2026-07-26 17:01:47,0,21.4,0,3,0,0,11,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:01:49,0,10.3,0,2,4,1,10,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:01:52,0,13.6,0,2,9,1,5,3,2,2,1.24,3,0.87,2.1,0.3,0.0,2.9,2.7,2.1,3.1,pro_learned_v4,bot_standard
2026-07-26 17:01:56,0,24.1,0,1,9,2,5,3,1,0,0.00,7,1.16,6.0,0.0,0.5,5.5,2.1,1.3,7.8,pro,bot_standard
2026-07-26 17:02:01,0,27.5,0,1,15,2,8,3,1,1,3.34,7,1.03,3.4,0.0,1.8,5.5,3.6,1.3,10.9,pro,bot_standard
2026-07-26 17:02:03,0,11.9,0,3,3,0,7,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:02:06,0,15.1,0,3,9,0,6,3,1,1,1.04,3,1.10,2.6,1.0,0.8,2.6,3.1,1.3,3.7,pro_optimized_v1,bot_standard
2026-07-26 17:02:09,0,16.7,0,3,4,0,3,3,1,1,2.20,3,1.18,5.2,0.3,0.0,1.6,1.0,1.3,7.3,chaos,bot_standard
2026-07-26 17:02:16,1,43.6,1,0,20,3,16,2,1,0,0.00,13,1.04,12.0,0.0,0.0,4.9,8.3,1.3,16.1,pro_optimized_v3,bot_standard
2026-07-26 17:02:19,1,16.9,2,0,10,3,5,1,2,1,0.46,2,1.74,4.2,0.0,0.0,2.1,3.2,3.1,3.4,chaos,bot_standard
2026-07-26 17:02:21,0,10.4,0,2,6,1,4,3,1,0,0.00,3,0.88,2.6,0.0,0.0,1.6,1.6,1.3,3.1,pro_optimized_v1,bot_standard
2026-07-26 17:02:26,1,33.6,1,0,24,3,12,2,4,4,1.11,6,1.55,10.7,0.0,0.5,5.5,3.9,4.8,7.3,pro_optimized_v2,bot_standard
2026-07-26 17:02:31,0,28.6,0,1,20,2,15,3,4,4,1.49,5,0.86,7.3,1.3,0.0,5.2,5.5,5.2,3.1,pro_learned_v5,bot_standard
2026-07-26 17:02:34,0,14.4,0,3,4,0,4,3,1,0,0.00,4,1.26,3.4,0.0,0.8,1.8,1.6,1.3,5.5,pro,bot_standard
2026-07-26 17:02:37,0,13.3,0,1,6,2,5,3,1,1,1.10,4,0.95,5.8,0.0,0.0,1.0,1.3,1.3,2.9,pro_learned_v5,bot_standard
2026-07-26 17:02:39,1,13.5,3,0,7,3,5,0,1,0,0.00,2,1.72,2.1,1.3,0.0,2.3,3.4,1.3,2.2,pro_optimized_v1,bot_standard
2026-07-26 17:02:42,0,10.2,0,3,3,0,4,3,0,0,0.00,2,2.15,2.6,1.0,0.5,1.6,1.4,0.0,3.1,pro_learned_v4,bot_standard
2026-07-26 17:02:45,0,17.9,0,2,10,1,9,3,0,0,0.00,7,0.65,3.1,1.6,0.0,2.3,5.0,0.0,5.5,pro_learned_v4,bot_standard
2026-07-26 17:02:48,0,12.0,0,1,5,2,3,3,1,1,3.78,1,2.62,4.2,0.0,0.3,2.1,0.6,1.3,3.1,pro,bot_standard
2026-07-26 17:02:51,1,20.1,1,0,15,3,4,2,0,0,0.00,5,1.33,2.1,0.5,1.3,1.2,1.8,0.0,12.2,pro,bot_standard
2026-07-26 17:02:55,1,19.4,1,0,11,3,7,2,0,0,0.00,8,0.91,4.9,0.0,0.0,2.1,3.6,0.0,7.8,pro_learned_v4,bot_standard
2026-07-26 17:02:57,1,13.1,1,0,6,3,8,2,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:03:01,0,17.9,0,2,10,1,7,3,3,3,0.68,5,0.47,6.0,1.0,0.0,2.3,2.3,2.9,2.9,pro_optimized_v3,bot_standard
2026-07-26 17:03:03,0,12.9,0,2,8,1,7,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:03:06,0,13.4,0,2,3,1,5,3,1,1,1.14,5,0.56,3.6,0.5,0.5,0.8,2.5,1.3,3.6,pro_optimized_v1,bot_standard
2026-07-26 17:03:09,0,11.2,0,2,5,1,4,3,1,0,0.00,4,0.75,3.9,0.0,0.0,1.3,1.0,1.3,3.1,pro_learned_v5,bot_standard
2026-07-26 17:03:13,0,25.0,0,3,4,0,4,3,2,2,2.62,8,1.02,2.9,0.0,0.5,4.2,1.4,3.4,12.7,pro,bot_standard
2026-07-26 17:03:16,1,17.7,1,0,7,3,6,2,2,3,0.63,5,0.68,8.3,0.0,0.0,1.0,1.9,2.6,2.9,pro_learned_v5,bot_standard
2026-07-26 17:03:19,1,12.6,2,0,6,3,1,1,0,0,0.00,4,1.11,4.7,0.0,0.0,0.4,0.3,0.0,6.2,pro,bot_standard
2026-07-26 17:03:23,1,22.8,1,0,12,3,8,2,3,3,1.13,5,0.87,6.2,0.3,1.0,5.2,2.3,3.9,2.9,pro_optimized_v2,bot_standard
2026-07-26 17:03:25,1,13.6,2,0,11,3,4,1,3,2,0.99,2,0.65,0.3,0.0,0.0,3.6,2.6,4.6,1.6,pro_optimized_v1,bot_standard
2026-07-26 17:03:28,0,12.0,0,3,2,0,5,3,0,0,0.00,4,0.80,3.9,0.0,0.0,1.3,2.1,0.0,4.7,pro_learned_v4,bot_standard
2026-07-26 17:03:31,0,19.5,0,1,7,2,6,3,1,2,2.10,2,1.81,5.7,0.0,1.0,3.4,2.9,1.3,4.2,pro_learned_v4,bot_standard
2026-07-26 17:03:34,0,12.1,0,3,6,0,5,3,2,2,1.54,2,0.75,4.7,0.0,0.5,0.8,1.5,1.6,3.1,pro_optimized_v2,bot_standard
2026-07-26 17:03:38,0,21.6,0,2,8,1,7,3,1,0,0.00,9,1.06,2.3,0.3,0.0,4.4,1.9,1.3,10.9,pro_optimized_v1,bot_standard
2026-07-26 17:03:42,0,23.9,0,2,14,1,9,3,0,0,0.00,7,1.17,2.6,2.1,0.0,3.9,4.7,0.0,10.1,chaos,bot_standard
2026-07-26 17:03:45,0,19.7,0,2,12,1,10,3,2,2,1.18,4,0.82,8.8,0.0,0.0,1.8,3.1,2.6,2.9,pro_learned_v5,bot_standard
2026-07-26 17:03:49,0,23.9,0,3,23,0,12,3,3,2,0.58,6,1.06,4.4,2.1,0.0,4.7,5.7,3.9,3.1,pro_learned_v5,bot_standard
2026-07-26 17:03:52,0,12.3,0,2,3,1,3,3,0,0,0.00,4,1.00,5.2,0.3,0.0,3.1,0.6,0.0,2.6,pro_optimized_v1_origin,bot_standard
2026-07-26 17:03:56,1,21.7,2,0,13,3,13,1,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:03:58,0,9.0,0,3,2,0,6,3,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:04:00,1,9.8,2,0,10,3,8,1,0,0,0.00,0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base,bot_standard
2026-07-26 17:04:03,0,16.6,0,1,7,2,7,3,1,1,0.70,3,2.24,4.4,0.0,0.0,4.7,2.8,1.3,2.3,pro_learned_v5,bot_standard
2026-07-26 17:04:07,1,19.4,3,0,15,3,5,0,0,0,0.00,9,0.68,3.1,0.8,0.0,0.3,3.4,0.0,10.8,pro_optimized_v1_origin,bot_standard
2026-07-26 17:04:10,0,14.6,0,2,5,1,4,3,1,1,0.28,2,2.70,3.9,0.0,0.0,4.2,1.6,1.3,3.1,pro_optimized_v1,bot_standard
2026-07-26 17:04:13,0,16.0,0,2,6,1,6,3,3,3,0.57,3,0.73,7.0,0.0,0.0,1.0,1.5,2.9,3.1,pro_learned_v5,bot_standard
2026-07-26 17:04:16,0,19.7,0,2,8,1,6,3,2,1,1.10,4,1.15,8.3,0.0,0.0,3.1,2.3,2.6,2.9,pro_optimized_v2,bot_standard
